@relation text_lineSpamDetection

@attribute fn_CharCount numeric

@attribute fn_CurrencySymbol_count numeric

@attribute fn_NumStr_count numeric

@attribute fn_TermFreq numeric

@attribute class {spam, ham}

@Data
107,0,4,2,spam
168,1,6,2,spam
145,0,5,1,spam
145,0,7,2,spam
164,1,7,2,spam
87,0,1,1,spam
161,1,5,2,spam
116,1,5,2,spam
164,0,6,3,spam
161,0,3,1,spam
161,0,6,3,spam
160,0,2,2,spam
143,0,5,1,spam
137,2,6,2,spam
162,1,4,1,spam
166,0,4,2,spam
166,0,5,1,spam
163,1,4,1,spam
161,1,5,2,spam
141,0,6,1,spam
152,0,8,2,spam
141,0,3,2,spam
167,0,4,1,spam
146,0,3,2,spam
128,0,6,1,spam
105,1,2,1,spam
146,0,3,4,spam
162,1,4,1,spam
107,0,6,1,spam
128,0,6,1,spam
161,0,5,1,spam
141,0,2,2,spam
163,1,4,1,spam
149,0,2,2,spam
162,0,5,1,spam
160,1,5,2,spam
161,0,4,1,spam
157,0,6,2,spam
151,1,7,2,spam
151,0,6,2,spam
158,1,6,1,spam
155,1,5,2,spam
162,0,4,2,spam
153,1,7,2,spam
143,0,4,1,spam
148,1,5,1,spam
141,2,8,1,spam
150,1,5,1,spam
164,1,5,4,spam
146,0,4,2,spam
163,2,5,3,spam
71,0,0,1,spam
39,0,3,1,spam
158,1,6,3,spam
158,1,9,1,spam
149,0,7,2,spam
101,0,4,1,spam
153,2,7,1,spam
92,0,3,1,spam
153,2,7,1,spam
153,0,8,2,spam
164,0,7,2,spam
166,0,10,2,spam
161,0,4,3,spam
154,0,8,2,spam
124,2,3,2,spam
121,2,2,2,spam
43,0,4,1,spam
115,0,2,2,spam
162,1,5,1,spam
